"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"Homicide"	"3"	13	724019	1.8 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"Undetermined "	"4"	Suppressed	724019	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	Suppressed	724019	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	5762	724019	795.8
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"Unintentional"	"1"	349	739904	47.2
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"Suicide"	"2"	137	739904	18.5
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"Homicide"	"3"	15	739904	2.0 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"Undetermined "	"4"	12	739904	1.6 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	Suppressed	739904	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	5670	739904	766.3
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"Unintentional"	"1"	368	756835	48.6
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"Suicide"	"2"	124	756835	16.4
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"Homicide"	"3"	22	756835	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"Undetermined "	"4"	19	756835	2.5 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	Suppressed	756835	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	5690	756835	751.8
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2016"	"2016"	"Unintentional"	"1"	371	757952	48.9
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2016"	"2016"	"Suicide"	"2"	140	757952	18.5
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2016"	"2016"	"Homicide"	"3"	17	757952	2.2 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2016"	"2016"	"Undetermined "	"4"	10	757952	1.3 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	Suppressed	757952	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	5704	757952	752.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"1999"	"1999"	"Unintentional"	"1"	351	750412	46.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"1999"	"1999"	"Suicide"	"2"	103	750412	13.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"1999"	"1999"	"Homicide"	"3"	23	750412	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"1999"	"1999"	"Undetermined "	"4"	11	750412	1.5 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	Suppressed	750412	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	6464	750412	861.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2000"	"2000"	"Unintentional"	"1"	321	754844	42.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2000"	"2000"	"Suicide"	"2"	95	754844	12.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2000"	"2000"	"Homicide"	"3"	14	754844	1.9 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2000"	"2000"	"Undetermined "	"4"	Suppressed	754844	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	Suppressed	754844	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	6584	754844	872.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2001"	"2001"	"Unintentional"	"1"	382	757972	50.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2001"	"2001"	"Suicide"	"2"	105	757972	13.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2001"	"2001"	"Homicide"	"3"	18	757972	2.4 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2001"	"2001"	"Undetermined "	"4"	10	757972	1.3 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	Suppressed	757972	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	6408	757972	845.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2002"	"2002"	"Unintentional"	"1"	348	760020	45.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2002"	"2002"	"Suicide"	"2"	94	760020	12.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2002"	"2002"	"Homicide"	"3"	22	760020	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2002"	"2002"	"Undetermined "	"4"	11	760020	1.4 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	Suppressed	760020	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	6423	760020	845.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2003"	"2003"	"Unintentional"	"1"	406	763729	53.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2003"	"2003"	"Suicide"	"2"	102	763729	13.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2003"	"2003"	"Homicide"	"3"	16	763729	2.1 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2003"	"2003"	"Undetermined "	"4"	10	763729	1.3 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2003"	"2003"	"Legal Intervention / Operations of War"	"5"	Suppressed	763729	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	6593	763729	863.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2004"	"2004"	"Unintentional"	"1"	416	770396	54.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2004"	"2004"	"Suicide"	"2"	112	770396	14.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2004"	"2004"	"Homicide"	"3"	24	770396	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2004"	"2004"	"Undetermined "	"4"	Suppressed	770396	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2004"	"2004"	"Legal Intervention / Operations of War"	"5"	Suppressed	770396	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	6272	770396	814.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2005"	"2005"	"Unintentional"	"1"	402	775493	51.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2005"	"2005"	"Suicide"	"2"	121	775493	15.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2005"	"2005"	"Homicide"	"3"	22	775493	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2005"	"2005"	"Undetermined "	"4"	Suppressed	775493	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2005"	"2005"	"Legal Intervention / Operations of War"	"5"	Suppressed	775493	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	6533	775493	842.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2006"	"2006"	"Unintentional"	"1"	452	783033	57.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2006"	"2006"	"Suicide"	"2"	125	783033	16.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2006"	"2006"	"Homicide"	"3"	21	783033	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2006"	"2006"	"Undetermined "	"4"	Suppressed	783033	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	Suppressed	783033	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	6478	783033	827.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2007"	"2007"	"Unintentional"	"1"	366	791623	46.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2007"	"2007"	"Suicide"	"2"	102	791623	12.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2007"	"2007"	"Homicide"	"3"	15	791623	1.9 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2007"	"2007"	"Undetermined "	"4"	Suppressed	791623	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	Suppressed	791623	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	6334	791623	800.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2008"	"2008"	"Unintentional"	"1"	381	799124	47.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2008"	"2008"	"Suicide"	"2"	124	799124	15.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2008"	"2008"	"Homicide"	"3"	20	799124	2.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2008"	"2008"	"Undetermined "	"4"	14	799124	1.8 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	Suppressed	799124	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	6543	799124	818.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2009"	"2009"	"Unintentional"	"1"	349	807067	43.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2009"	"2009"	"Suicide"	"2"	129	807067	16.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2009"	"2009"	"Homicide"	"3"	31	807067	3.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2009"	"2009"	"Undetermined "	"4"	17	807067	2.1 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	Suppressed	807067	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	6397	807067	792.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2010"	"2010"	"Unintentional"	"1"	393	814180	48.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2010"	"2010"	"Suicide"	"2"	140	814180	17.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2010"	"2010"	"Homicide"	"3"	17	814180	2.1 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2010"	"2010"	"Undetermined "	"4"	19	814180	2.3 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	Suppressed	814180	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	6529	814180	801.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2011"	"2011"	"Unintentional"	"1"	411	824398	49.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2011"	"2011"	"Suicide"	"2"	128	824398	15.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2011"	"2011"	"Homicide"	"3"	25	824398	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2011"	"2011"	"Undetermined "	"4"	11	824398	1.3 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	Suppressed	824398	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	6735	824398	817.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2012"	"2012"	"Unintentional"	"1"	426	834441	51.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2012"	"2012"	"Suicide"	"2"	141	834441	16.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2012"	"2012"	"Homicide"	"3"	20	834441	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2012"	"2012"	"Undetermined "	"4"	11	834441	1.3 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	Suppressed	834441	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	6733	834441	806.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2013"	"2013"	"Unintentional"	"1"	425	844922	50.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2013"	"2013"	"Suicide"	"2"	147	844922	17.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2013"	"2013"	"Homicide"	"3"	20	844922	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2013"	"2013"	"Undetermined "	"4"	Suppressed	844922	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	Suppressed	844922	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	6498	844922	769.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2014"	"2014"	"Unintentional"	"1"	462	852561	54.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2014"	"2014"	"Suicide"	"2"	141	852561	16.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2014"	"2014"	"Homicide"	"3"	26	852561	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2014"	"2014"	"Undetermined "	"4"	10	852561	1.2 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	Suppressed	852561	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	6865	852561	805.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2015"	"2015"	"Unintentional"	"1"	469	857919	54.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2015"	"2015"	"Suicide"	"2"	173	857919	20.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2015"	"2015"	"Homicide"	"3"	35	857919	4.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2015"	"2015"	"Undetermined "	"4"	17	857919	2.0 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	Suppressed	857919	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	7035	857919	820.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2016"	"2016"	"Unintentional"	"1"	505	865454	58.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2016"	"2016"	"Suicide"	"2"	163	865454	18.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2016"	"2016"	"Homicide"	"3"	38	865454	4.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2016"	"2016"	"Undetermined "	"4"	Suppressed	865454	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	Suppressed	865454	Suppressed
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	7130	865454	823.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"1999"	"1999"	"Unintentional"	"1"	267	774990	34.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"1999"	"1999"	"Suicide"	"2"	86	774990	11.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"1999"	"1999"	"Homicide"	"3"	24	774990	3.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"1999"	"1999"	"Undetermined "	"4"	Suppressed	774990	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	Suppressed	774990	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	6278	774990	810.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2000"	"2000"	"Unintentional"	"1"	290	783600	37.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2000"	"2000"	"Suicide"	"2"	82	783600	10.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2000"	"2000"	"Homicide"	"3"	23	783600	2.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2000"	"2000"	"Undetermined "	"4"	10	783600	1.3 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	Suppressed	783600	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	6468	783600	825.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2001"	"2001"	"Unintentional"	"1"	290	795699	36.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2001"	"2001"	"Suicide"	"2"	108	795699	13.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2001"	"2001"	"Homicide"	"3"	33	795699	4.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2001"	"2001"	"Undetermined "	"4"	12	795699	1.5 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	Suppressed	795699	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	6665	795699	837.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2002"	"2002"	"Unintentional"	"1"	292	806169	36.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2002"	"2002"	"Suicide"	"2"	74	806169	9.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2002"	"2002"	"Homicide"	"3"	38	806169	4.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2002"	"2002"	"Undetermined "	"4"	12	806169	1.5 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	Suppressed	806169	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	6443	806169	799.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2003"	"2003"	"Unintentional"	"1"	287	818003	35.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2003"	"2003"	"Suicide"	"2"	94	818003	11.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2003"	"2003"	"Homicide"	"3"	25	818003	3.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2003"	"2003"	"Undetermined "	"4"	Suppressed	818003	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2003"	"2003"	"Legal Intervention / Operations of War"	"5"	Suppressed	818003	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	6656	818003	813.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2004"	"2004"	"Unintentional"	"1"	294	830803	35.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2004"	"2004"	"Suicide"	"2"	93	830803	11.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2004"	"2004"	"Homicide"	"3"	35	830803	4.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2004"	"2004"	"Undetermined "	"4"	12	830803	1.4 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2004"	"2004"	"Legal Intervention / Operations of War"	"5"	Suppressed	830803	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	6707	830803	807.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2005"	"2005"	"Unintentional"	"1"	293	845150	34.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2005"	"2005"	"Suicide"	"2"	83	845150	9.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2005"	"2005"	"Homicide"	"3"	55	845150	6.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2005"	"2005"	"Undetermined "	"4"	10	845150	1.2 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2005"	"2005"	"Legal Intervention / Operations of War"	"5"	Suppressed	845150	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	7031	845150	831.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2006"	"2006"	"Unintentional"	"1"	329	859268	38.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2006"	"2006"	"Suicide"	"2"	91	859268	10.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2006"	"2006"	"Homicide"	"3"	50	859268	5.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2006"	"2006"	"Undetermined "	"4"	17	859268	2.0 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	Suppressed	859268	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	6713	859268	781.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2007"	"2007"	"Unintentional"	"1"	309	871749	35.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2007"	"2007"	"Suicide"	"2"	95	871749	10.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2007"	"2007"	"Homicide"	"3"	48	871749	5.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2007"	"2007"	"Undetermined "	"4"	18	871749	2.1 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	Suppressed	871749	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	6856	871749	786.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2008"	"2008"	"Unintentional"	"1"	352	883874	39.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2008"	"2008"	"Suicide"	"2"	109	883874	12.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2008"	"2008"	"Homicide"	"3"	65	883874	7.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2008"	"2008"	"Undetermined "	"4"	15	883874	1.7 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	Suppressed	883874	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	7081	883874	801.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2009"	"2009"	"Unintentional"	"1"	333	891730	37.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2009"	"2009"	"Suicide"	"2"	107	891730	12.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2009"	"2009"	"Homicide"	"3"	45	891730	5.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2009"	"2009"	"Undetermined "	"4"	18	891730	2.0 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	Suppressed	891730	Suppressed
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	7029	891730	788.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"2010"	"2010"	"Unintentional"	"1"	357	897934	39.8
